stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,4,0,2,0,40,0,0,4
72hpf,0.85,13.81,1.97,0,1.41,31.57,0.56,0.28,6.76
21Day,1.48,30.34,5.92,8.51,4.81,20.35,0,2.96,14.06
22Month,0.55,3.01,0,0.55,0.41,0.41,0.14,0,0
