stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,2,0,0,0,0,15,0,0
72hpf,0.28,0.56,0.28,0,0,0.28,29.88,0,1.41
21Day,0.37,1.11,1.11,0,0.37,0,23.68,0,2.59
3Month,0,0.31,0,0,0,0,0,0,0
22Month,0,3.28,0,0.14,0,0,0,0.14,0.27
