stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
21Day,0,0,0,0.37,0,0,0,0
3Month,2.91,0,0.1,0,0,0,0.1,0
22Month,32.39,0.14,0.55,0,0.14,0.41,0.14,0.41
