stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,0,0,2,0,9,2
72hpf,0.28,0.28,0,0,1.97,0.56
21Day,0.74,0.37,0,0,1.11,0.37
3Month,1.46,0,0.1,0,0,0.1
22Month,3.55,0,0.14,0.14,0,0.14
