stage,Epithelial,Erythroid,Immune,Neuron,Stromal
72hpf,0,0,0.28,0.28,0
21Day,0,2.22,0.37,0,0
3Month,0.83,0,0,0,0
22Month,0.68,0,0.27,0,0.14
