stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Stromal
24hpf,2,10,0,1,1,43,189,7
72hpf,0,2.25,0.28,0,0.28,0,0.28,0
21Day,0,0.74,0,0,0,0,0,0
