stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,1,0,0
72hpf,0,0,0,0,0,0.56,0,0
21Day,0,0.37,0,0,0.37,0,0.37,0
3Month,0,0.62,0.1,0.31,0.1,0.1,0,0.31
22Month,0.14,2.46,0.41,0.41,0,0.14,0.14,0.27
