stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
72hpf,0,0.28,0,0,0,0.85,0,0
21Day,0,0,0,0,0,2.59,0,0
3Month,0.1,1.04,0,0.31,0.21,0.1,0.1,0.31
22Month,0,1.78,0.27,0,0.14,0,0.14,0.68
