stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,3,0,0,0,17,0,8
72hpf,0,4.79,0,0,0.85,21.14,0.85,10.71
21Day,0,4.07,0,0.74,0.37,4.81,0.74,6.66
3Month,0,4.58,3.95,0.73,0.31,0.31,0.21,1.56
22Month,0.27,3.14,0.14,1.09,0.41,0.27,0.41,1.64
