stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,0,0,2,63,0,4
72hpf,0,0,0,0,1.69,0,1.69
21Day,0.74,0,0,0,0.37,0.37,5.18
3Month,0,0.1,0,0,0,0,0
22Month,0.14,0,0.14,0,0,0,0.14
