stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,0.56,0,0,0,0,0,0.28
21Day,0.74,0,0,0.37,0,0,0
3Month,2.08,0.1,0.1,0,0,0.21,0
22Month,1.78,0.27,0.14,0,0.14,0,0.27
