stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,4,0,0,0
72hpf,0,0,0,0,1.69,0,0,0
3Month,0.1,0.21,0.42,0.1,0,0,0,0.1
22Month,0,0.82,0.14,0.68,0,0.14,0.14,0.14
