stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory
72hpf,0,0,0,0,1.13,0
21Day,0,0,0,0,4.07,0.37
3Month,0,0.1,0.1,0.1,0,0.21
22Month,0.41,0,0,0,0.27,0.14
