stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,1,2,0,0,1,0,36,0,6
72hpf,0,2.25,0,0,0,0,7.89,0,2.54
21Day,0,1.11,4.81,0.37,1.85,1.85,6.29,0,0.74
3Month,0,0.31,0,0.73,0.21,0.21,0,0,0
22Month,0,0.55,0,0.41,0.27,0.14,0,0.14,0
