stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,1,0,0,1,4,0,0
72hpf,0.85,0,0,0,2.25,0,0.85
21Day,0.74,0,0,0.37,2.96,0,1.11
3Month,3.33,0,2.08,0.21,0,0.1,0
22Month,2.05,0.14,0.27,0.27,1.78,0,0.14
