stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Secretory,Stromal
72hpf,0.28,0.28,0,0,0,0,0,0
21Day,0,8.88,0.37,0,1.11,0,0,1.48
3Month,0,5.72,0,0.73,1.04,0.1,0.21,0.1
22Month,0,2.32,0.27,0,0.55,0.14,0,0.14
