stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,2,0,3,0,0
72hpf,1.13,0,0,0.28,1.41,0,0
21Day,2.22,0,0.37,0.37,2.96,0.37,0.74
3Month,3.22,0.42,0.73,0.31,0,0.21,0
22Month,0.14,0,0,0,0,0,0.14
