stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,1,1,0,0,0,1,6,1
72hpf,0,0.28,0,0,0,0,0.85,0.28
21Day,0,2.22,0.74,0,0.74,0,0.74,1.48
3Month,0,0.21,0.1,0.1,0.1,0,0,0
22Month,0,0.96,0,0.14,0,0,0,0.14
