stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,3,0,1,4,0,0,2
72hpf,0.56,0,0.28,5.07,0,0,0.56
21Day,1.48,0,1.48,4.81,0,0.37,0.37
3Month,0.21,0.1,0,0,0,0,0
22Month,0.27,0,0.14,0,0.14,0,0
