stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,0,0,1
72hpf,0,0.28,0,0,0,1.41,0,0.28
21Day,0.37,4.07,0,0,1.11,2.59,0,0.74
3Month,0,10.19,0.31,0.1,0.31,0.31,0.1,1.25
22Month,0.27,1.91,0.14,0.27,0,0.27,0.27,0.82
