stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,5,1
72hpf,0.28,0.28,0,0.85,2.25,2.82
21Day,0.74,0,0.37,1.11,0.37,2.59
22Month,0.96,0,0.27,0.14,0,0
