stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,3,0,0,0,0,19,0,0
72hpf,1.41,0.28,0,0,0.85,83.71,0,1.69
21Day,5.18,2.59,0,1.48,0.74,53.65,1.11,3.33
3Month,1.56,0,0.21,0.21,0.21,0.83,0.1,0.21
22Month,0.55,0,0,0.27,0,0.41,0,0
