stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,3,0,0,0
72hpf,0,1.69,0,0,0,7.33,0,0,0.28
21Day,0,1.48,0.37,0,0,2.59,0,0,0
3Month,0,1.14,0.21,0.52,0,0.21,0,0.1,0.42
22Month,0.14,6.56,1.37,1.09,0.14,0.14,9.02,0.27,0.27
