stage,Epithelial,Germ,Muscle,Neuron,Stromal
72hpf,0.56,0,0,3.66,3.38
21Day,0,0,0,2.59,2.59
3Month,0.21,0.83,0.31,0.52,1.04
22Month,0.27,0,0,0,0.14
