stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
21Day,13.32,0.74,0,0.37,1.48,0,0.74
3Month,1.56,0,0.94,0.62,0,0.21,0.31
22Month,1.37,0,0.41,0.41,0,0,0
