stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,16,0,0,1,1,45,0,0,1
72hpf,7.61,0,0,0,0,4.79,0.28,0,1.13
21Day,8.51,0.74,0.37,0.37,0.37,0,0,0.37,0.37
3Month,2.18,0,6.24,0.31,0.1,0,0,0.21,0.1
22Month,0.96,0,0.27,0,0,0,0.27,0,0
