stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0,1.69,0,0,0.56,92.45,0.28,0,3.1
21Day,0.37,2.22,1.11,0.74,1.11,27.38,0,0.37,2.22
22Month,0,0.68,0.14,0.41,0,0.68,0,0,0
