stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,1,0,0,1,5,0,2
72hpf,0,0,0,0,0.28,0,0
21Day,0,0,0,0,1.11,0,0.37
3Month,1.35,0,0.1,1.04,0,0.1,0.42
22Month,2.19,0.27,0,0.96,0.41,0,0.41
