stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,3,0
72hpf,0.85,0,0,0,0,0.28
21Day,0,0,0,0,0.37,0.74
3Month,0.73,0.21,0.83,0.1,0,0
