stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory
24hpf,0,0,0,1,2,0
72hpf,0,0,0,0,0.56,0
3Month,0.62,8.01,0.21,0,0,0.21
22Month,0.27,0,0.14,0,0,0
