stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,0,0,0,15,12,0,0,1
72hpf,1.69,0,0,0,18.32,13.81,0.85,0,1.13
21Day,0.37,1.11,0.37,0,5.18,7.4,0,0,2.59
3Month,65.53,0.21,6.45,1.87,3.12,0.73,0,1.14,1.46
22Month,3.96,0,0,0.14,0.27,0.14,0,0,0
