stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
21Day,0,0.37,0,0,0.37,0,0.37,0
3Month,0.31,0,0.1,0.1,0.21,0,0,0
22Month,1.64,0,0,0.27,0,0.27,0,0.14
