stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,4,0
72hpf,0,0,0,0,0.56,0
21Day,0.74,0.37,0,0,0,0
3Month,0.52,2.91,0,0.1,0.1,0.31
22Month,0.41,0,0.14,0,0,0
