stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,3.1,0.28,0,0,0.56,0,1.41
21Day,0.37,7.03,0.74,0,0.37,0,0.37,2.96
3Month,0,1.04,0,0.1,0,0,0.21,0
