stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,28,4,1
72hpf,0.28,0.56,0.28,0,0,24.52,1.41,0.28
21Day,0,2.96,0,0,0.37,22.94,1.48,0.37
3Month,0,0.42,0,0.31,0.1,0.1,0,0.21
22Month,0,3.55,0.14,0,0.14,0.14,0,0.14
