stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,4,1,0,1
72hpf,3.1,0.56,0,0.28,0.28,103.72,0,0,1.97
21Day,0.37,0.37,0,0,0.74,15.54,0,0,1.48
3Month,1.87,0,0.31,0.42,0.1,0.21,0,0.1,0.1
22Month,4.24,0.14,0,0.96,0.14,0,0,0.14,0.14
