stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,1,0,0,0
72hpf,0,0,0,0,0,0.56,0.28
21Day,0,0.37,0,2.22,0,0,0
3Month,0.1,1.56,0.42,0.31,0.21,0,0.21
22Month,0.27,2.46,0.27,0.55,0,0,0.14
