stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,4,0,0,0
72hpf,0,0,0,0,0.28,0,0,0
21Day,0,0,0,0,3.7,0,0,0
3Month,0,1.98,0.1,0.21,4.26,0.1,0.31,0
22Month,0.14,2.87,0,0.14,7.24,0,0,0.14
