stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,2,0,1,0,0,0
72hpf,1.69,0.28,0,0,0.28,72.43,0,0,0
21Day,0.37,0.37,0,4.81,0,8.88,0,0.37,0.37
3Month,8.63,0.31,0.73,46.7,0.73,1.25,0.1,0.31,0.62
22Month,4.1,0.27,0,26.24,0.14,0.55,0.41,0.14,0.41
