stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,1,0,0,1,1,91,8
72hpf,1.41,0.85,0,0,0,15.78,3.66
21Day,3.33,9.62,0,2.96,2.96,14.8,3.7
3Month,0,0,0.94,0.1,0,0,0
