stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,3,0,0
72hpf,0.28,0,0,0,1.13,0,0.28
21Day,0,0.37,0,0,0.37,0,0
3Month,0.73,1.98,0,0.1,0,0.21,0.21
22Month,0.68,1.78,0.14,0.14,0.14,0.14,0.27
