stage,Epithelial,Immune,Neuron,Stromal
24hpf,5,0,0,1
72hpf,0,0,1.13,7.61
21Day,0.37,0,0.37,5.18
3Month,0.42,0.1,0.21,0
22Month,0.55,0.14,0,0
