stage,Epithelial,Erythroid,Immune,Neuron,Other,Stromal
24hpf,0,1,0,0,0,1
72hpf,0,0,0,0.85,0,0.28
21Day,0,0,0,0.37,0,0
3Month,0.1,0,0.1,0.1,0,0
22Month,0.96,0,0.41,0.14,0.41,0.41
