stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,1,1,4,0,0,0
72hpf,0,0.56,0,0.56,0.28,8.46,0,0,1.13
21Day,0,0.74,0,4.44,0.37,1.85,0,0,1.48
3Month,0.31,17.06,6.87,14.98,40.57,0.42,0,0.31,4.89
22Month,0,5.19,1.91,10.39,6.7,0.41,0.14,0.27,1.09
