stage,Epithelial,Erythroid,Immune,Muscle,Neuron
24hpf,0,0,0,0,2
72hpf,0,0.56,0,0,0
21Day,0.37,27.01,0.74,0,0.37
3Month,0.42,0.1,0.1,0,0
22Month,0.82,0,0.14,0.14,0
