stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,2,0,0,0,0,4,0,0
72hpf,0,0,0.28,0,0,0.28,5.92,0,0.56
21Day,0,1.85,1.11,0,0.74,1.11,3.33,0.74,2.59
3Month,0.1,0.42,0,0.21,0.1,0,0,0,0
22Month,0,0.41,0,0,0,0,0,0,0
