stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,16,0,0,7,2,138,0,1,41
72hpf,3.66,0,0,1.13,0,16.63,0,0,38.05
21Day,5.92,0.74,0,12.58,1.48,11.47,0,1.11,42.55
3Month,0.83,0.1,0.21,14.15,0.42,0.62,0,0,21.01
22Month,0.55,0,0,2.6,0,0,0.14,0,4.1
