stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,0.28,0,0,0.56,0,0,0
21Day,0.37,0,0,0,0,0,0.37
3Month,7.91,0.21,0.21,0,0,0.42,0
22Month,20.36,0.27,0.14,0.14,0.55,0.41,0.14
