stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,2,0,0,0,3,1,0,0
72hpf,2.25,0.28,0,0,11.84,0,0,0.85
21Day,0.74,1.11,0,0.37,4.44,0,0.74,0.37
3Month,0.21,0,0,0,0,0,0,0
22Month,1.37,0,0.27,0.27,0,0.14,0.27,0
