stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,1,0,0,0,0,0
21Day,0,0,2.96,0.37,0.37,0.37
3Month,0.62,2.91,0.21,0.1,0,0.1
22Month,2.46,3.55,0.68,0,0.27,0
