stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,6,0,0
72hpf,0,0.56,0,0.28,3.38,0,0.28
21Day,0,0.37,0,0,5.55,0,0
3Month,0.1,0.42,0.31,0,0,0,0
22Month,0,1.91,0,0,0,0.14,0.14
