stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,0,1,0,0
72hpf,0,0.28,0,0,0,0,0.56,0,0
21Day,0,0.37,0.37,2.96,0,0.37,0.37,0,0.37
3Month,0.31,17.27,0.1,273.88,4.26,0.73,1.25,1.35,1.35
22Month,0.14,7.52,0,29.52,0.55,0.14,0.27,0.14,0.41
