stage,Endothelial,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,0,4,0,0,5,1
72hpf,0.28,3.95,0,0.28,0.56,0.56
21Day,0,6.66,0,0.37,0.37,0
3Month,0.1,0.94,0.62,0,0,0
22Month,0,0.41,0,0,0,0
