stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,2,0
72hpf,0.56,0.28,0,0,1.13,0.28
21Day,0.37,0,0,0.37,0.37,1.11
3Month,0.52,7.59,0.21,0.21,0.1,1.66
22Month,1.5,1.91,0,0.14,0,0.41
