stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,1,0,0,1,14,2
72hpf,0.28,0,0,0,2.25,0.28
21Day,1.48,0,0,0,0.37,0
3Month,1.56,0.42,0.31,0,0.1,0.31
