stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,1,0,0,0,0,1
72hpf,0,0,0,0,0,2.25,0,0,0.28
21Day,0,0,0,0,0.37,0.74,0,0,0
3Month,0.1,15.5,27.98,6.14,0.73,0.52,0,0.73,1.66
22Month,0.14,8.47,4.92,0.27,0,0,0.14,0.14,0.14
