stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,1.97,0,0,0,0,0,0
21Day,0,0.37,0,6.66,0,0,0,0
3Month,0.1,9.88,0.94,128.98,0.83,0.31,0.42,0.62
22Month,0.27,0.41,0,7.93,0,0,0,0
