stage,Endothelial,Epithelial,Immune,Neuron,Stromal
24hpf,0,6,0,1,0
72hpf,0,3.1,0,0.28,0.28
21Day,0,8.51,0.37,0,0
3Month,0,0.52,0.1,0,0
22Month,0.14,0.41,0,0,0.14
