stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,1,0,3
72hpf,0.28,0,0,0.28,0.85,0,6.48
21Day,0.37,0,0,0.37,1.48,0.37,17.02
3Month,1.04,0.1,0.31,0.1,0,0.1,1.87
22Month,3.28,0,0.14,0,0,0,0.14
