stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,4,0,0
72hpf,0.56,0,0,0.56,31.29,0,0.85
21Day,0,0,0,0,9.62,0.37,0
3Month,0.31,0.42,0.1,0,0,0,0
22Month,0.27,0.14,0,0,0,0,0.14
