stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,2,0,0,0,7,0,1
72hpf,0,0,0,0.28,0.85,0,0
21Day,1.11,0,0,0,0,0,0
3Month,0,0.21,0,0,0,0,0.1
22Month,0.68,0,0.14,0,0,0.27,0
