stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,1,0,0,0,0,0,0,0
72hpf,0.28,0,0,0,0,0.56,0,0.28,0.28
21Day,0,1.48,0,1.11,0,0,0,0,0.37
3Month,0,3.54,0,2.39,0.21,0,0.1,0.1,0.52
22Month,0.27,7.65,0.41,9.02,0.41,0.14,0.55,0,3.01
