stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,1,7,0,3,5,19,2,3
72hpf,0,1.69,0,0,0,0,0,0.28
21Day,0,0.74,0,0,0.37,0.74,0,0.37
3Month,0,0.52,0.1,1.46,0.1,0,0,0
