stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,2,0,1,0,0,0,0
72hpf,4.51,0,0,0,2.54,0,0.28
21Day,1.85,0,0.37,0,2.59,0,0
3Month,15.29,5.1,3.85,0.21,0.31,0.31,0.21
22Month,4.65,0.14,1.5,0,0.27,0.14,0.14
